dataset_number,proposed_filename,section,source_relative_path,source_extension,technique,content_label
808,VZ2_062_021_UK_D_0808_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_19_Loopeis 1,46V_90s_4_PEIS from 650Hz to 100Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 650Hz and 100Hz."
809,VZ2_062_021_UK_D_0809_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_19_Loopeis 1,46V_90s_4_PEIS from 650Hz to 100Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 650Hz and 100Hz."
810,VZ2_062_021_UK_D_0810_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_19_Loopeis 1,46V_90s_4_PEIS from 650Hz to 100Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 650Hz and 100Hz."
811,VZ2_062_021_UK_D_0811_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_19_Loopeis 1,46V_90s_4_PEIS from 650Hz to 100Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 650Hz and 100Hz."
812,VZ2_062_021_UK_D_0812_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_19_Loopeis 1,46V_90s_4_PEIS from 650Hz to 100Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 650Hz and 100Hz."
813,VZ2_062_021_UK_D_0813_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
814,VZ2_062_021_UK_D_0814_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
815,VZ2_062_021_UK_D_0815_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
816,VZ2_062_021_UK_D_0816_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
817,VZ2_062_021_UK_D_0817_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
818,VZ2_062_021_UK_D_0818_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
819,VZ2_062_021_UK_D_0819_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
820,VZ2_062_021_UK_D_0820_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
821,VZ2_062_021_UK_D_0821_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
822,VZ2_062_021_UK_D_0822_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
823,VZ2_062_021_UK_D_0823_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
824,VZ2_062_021_UK_D_0824_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
825,VZ2_062_021_UK_D_0825_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
826,VZ2_062_021_UK_D_0826_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
827,VZ2_062_021_UK_D_0827_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
828,VZ2_062_021_UK_D_0828_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
829,VZ2_062_021_UK_D_0829_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
830,VZ2_062_021_UK_D_0830_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
831,VZ2_062_021_UK_D_0831_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
832,VZ2_062_021_UK_D_0832_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_20_Loopeis 1,46V_90s_5_PEIS from 65Hz to 10Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65Hz and 10Hz."
833,VZ2_062_021_UK_D_0833_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_21_Loopeis 1,46V_120s_1_initial_loops_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, initial loops."
834,VZ2_062_021_UK_D_0834_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_21_Loopeis 1,46V_120s_1_initial_loops_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, initial loops."
835,VZ2_062_021_UK_D_0835_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
836,VZ2_062_021_UK_D_0836_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
837,VZ2_062_021_UK_D_0837_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
838,VZ2_062_021_UK_D_0838_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
839,VZ2_062_021_UK_D_0839_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
840,VZ2_062_021_UK_D_0840_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
841,VZ2_062_021_UK_D_0841_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
842,VZ2_062_021_UK_D_0842_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
843,VZ2_062_021_UK_D_0843_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
844,VZ2_062_021_UK_D_0844_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
845,VZ2_062_021_UK_D_0845_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
846,VZ2_062_021_UK_D_0846_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
847,VZ2_062_021_UK_D_0847_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
848,VZ2_062_021_UK_D_0848_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
849,VZ2_062_021_UK_D_0849_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
850,VZ2_062_021_UK_D_0850_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
851,VZ2_062_021_UK_D_0851_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
852,VZ2_062_021_UK_D_0852_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
853,VZ2_062_021_UK_D_0853_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
854,VZ2_062_021_UK_D_0854_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_22_Loopeis 1,46V_120s_2_PEIS from 65kHz to 10kHz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65kHz and 10kHz."
855,VZ2_062_021_UK_D_0855_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
856,VZ2_062_021_UK_D_0856_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
857,VZ2_062_021_UK_D_0857_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
858,VZ2_062_021_UK_D_0858_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
859,VZ2_062_021_UK_D_0859_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
860,VZ2_062_021_UK_D_0860_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
861,VZ2_062_021_UK_D_0861_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
862,VZ2_062_021_UK_D_0862_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
863,VZ2_062_021_UK_D_0863_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
864,VZ2_062_021_UK_D_0864_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
865,VZ2_062_021_UK_D_0865_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
866,VZ2_062_021_UK_D_0866_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
867,VZ2_062_021_UK_D_0867_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
868,VZ2_062_021_UK_D_0868_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
869,VZ2_062_021_UK_D_0869_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
870,VZ2_062_021_UK_D_0870_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
871,VZ2_062_021_UK_D_0871_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
872,VZ2_062_021_UK_D_0872_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
873,VZ2_062_021_UK_D_0873_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
874,VZ2_062_021_UK_D_0874_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_23_Loopeis 1,46V_120s_3_PEIS from 6500Hz to 1000Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 6500Hz and 1000Hz."
875,VZ2_062_021_UK_D_0875_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
876,VZ2_062_021_UK_D_0876_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
877,VZ2_062_021_UK_D_0877_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
878,VZ2_062_021_UK_D_0878_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
879,VZ2_062_021_UK_D_0879_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
880,VZ2_062_021_UK_D_0880_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
881,VZ2_062_021_UK_D_0881_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
